,HOUSEID_x,PERSONID_x,R_AGE,R_HISP,R_SEX,R_RACE,WKRMHM,HHSIZE,HHVEHCNT,HHFAMINC,URBANSIZE,URBRUR,uni_Per_ID,YOUNGCHILD,Highschool,EDU_College,HM_OWN,NONHISWHITE,Race_Black,Race_Asian,Race_White,weekday,DRVRCNT,Total_TT,Total_AT,AT_ReguHMact,TT_ReguHMact,ReguHMact,AT_WorkFromHM,TT_WorkFromHM,WorkFromHM,AT_WorkNonHM,TT_WorkNonHM,WorkNonHM,AT_School,TT_School,School,AT_Shopping,TT_Shopping,Shopping,AT_Social1,TT_Social1,Social1,AT_Social2,TT_Social2,Social2,AT_Social3,TT_Social3,Social3,AT_Social4,TT_Social4,Social4,AT_Personal_self,TT_Personal_self,Personal_self,AT_Personal_meal,TT_Personal_meal,Personal_meal,AT_Family_business,TT_Family_business,Family_business,AT_Pick_Drop,TT_Pick_Drop,Pick_Drop,HW_TIME,ln_School,ln_Shopping,ln_Social1,ln_Social2,ln_Social3,ln_Social4,ln_Personal_self,ln_Personal_meal,ln_Family_business,ln_Pick_Drop,genZ,Millennials,genX,boomers2
15084,30176290,2,32.0,0.0,0.0,1.0,0,3,2,112.5,0,1,30176290_2,1,1,0,0,1,0,0.0,1.0,0,2,107,488,155,35,190,0,0,0,0,0,0,0,0,0,125,25,150,90,15,105,0,0,0,0,0,0,0,0,0,0,0,0,115,25,140,0,0,0,3,7,10,1035,0.0,0.0587780005531861,0.041964501543536,0.0,0.0,0.0,0.0,0.0550975168148184,0.0,0.0041759406541362,0,1,0,0
54569,40139648,1,68.0,0.0,1.0,1.0,0,1,1,42.5,0,1,40139648_1,0,1,0,0,1,0,0.0,1.0,0,1,40,165,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,150,20,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,25,1245,0.0,0.0,0.0555870884285538,0.0,0.0,0.0,0.0,0.0,0.0,0.0086343695242017,0,0,0,0
41640,30490272,1,66.0,0.0,1.0,1.0,0,1,1,30.0,0,0,30490272_1,0,1,1,1,1,0,0.0,1.0,1,1,118,615,244,81,325,0,0,0,352,18,370,0,0,0,7,4,11,0,0,0,0,0,0,7,10,17,0,0,0,0,0,0,0,0,0,5,5,10,0,0,0,1032,0.0,0.0046046111353383,0.0,0.0,0.0070957909023653,0.0,0.0,0.0,0.0041880216723131,0.0,0,0,0,0
42865,30504444,1,55.0,0.0,1.0,4.0,0,1,1,20.0,0,1,30504444_1,0,1,1,1,0,0,0.0,0.0,0,1,95,325,0,45,45,0,0,0,325,50,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
5707,30065160,1,62.0,0.0,0.0,1.0,0,2,2,112.5,0,1,30065160_1,0,1,1,1,1,0,0.0,1.0,1,2,124,521,59,62,121,0,0,0,423,26,449,0,0,0,14,16,30,25,20,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,916,0.0,0.0139956627339423,0.0208279140006949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
43560,30512367,2,26.0,0.0,0.0,1.0,0,2,1,175.0,0,1,30512367_2,0,1,1,0,1,0,0.0,1.0,1,2,23,691,0,10,10,0,0,0,691,13,704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
17996,30209969,1,47.0,0.0,0.0,1.0,0,3,2,175.0,0,0,30209969_1,0,1,1,1,1,0,0.0,1.0,1,2,60,540,0,15,15,0,0,0,540,45,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
81266,40658669,3,27.0,0.0,1.0,1.0,0,3,4,87.5,0,1,40658669_3,0,1,1,0,1,0,0.0,1.0,0,3,245,295,0,120,120,0,0,0,0,0,0,0,0,0,0,0,0,270,120,390,0,0,0,0,0,0,0,0,0,0,0,0,25,5,30,0,0,0,0,0,0,1020,0.0,0.0,0.1406189408934623,0.0,0.0,0.0,0.0,0.0125891273080204,0.0,0.0,0,1,0,0
52392,40096654,1,51.0,0.0,1.0,1.0,1,1,1,87.5,0,1,40096654_1,0,1,1,1,1,0,0.0,1.0,1,1,30,480,0,15,15,0,0,0,480,15,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
9876,30116090,1,32.0,0.0,1.0,1.0,1,2,2,175.0,0,1,30116090_1,0,1,1,0,1,0,0.0,1.0,1,2,240,445,110,100,210,0,0,0,0,0,0,180,15,195,20,15,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,20,95,60,90,150,0,0,0,965,0.0799306758831259,0.0154726866562073,0.0,0.0,0.0,0.0,0.0,0.0407785519209776,0.0627475540403869,0.0,0,1,0,0
53778,40124465,1,36.0,0.0,1.0,3.0,0,4,1,7.5,0,0,40124465_1,1,1,0,1,0,0,1.0,0.0,0,1,137,519,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,75,514,0,0,0,0,0,0,80,40,120,0,0,0,0,0,0,806,0.0,0.0,0.0,0.0,0.2142388894007592,0.0,0.0,0.0602759448768437,0.0,0.0,0,1,0,0
81373,40660674,1,54.0,1.0,1.0,1.0,1,1,3,112.5,0,1,40660674_1,0,1,0,1,0,0,0.0,1.0,1,1,88,328,184,25,209,0,0,0,0,0,0,0,0,0,69,20,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,22,92,5,21,26,0,0,0,1233,0.0,0.0302683785538898,0.0,0.0,0.0,0.0,0.0,0.031252801677095,0.0090626535121309,0.0,0,0,0,1
40002,30470223,2,83.0,0.0,0.0,1.0,1,2,2,175.0,0,1,30470223_2,0,1,1,1,1,0,0.0,1.0,1,2,80,710,100,30,130,0,0,0,320,10,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,30,310,0,0,0,10,10,20,780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1453318952501432,0.0,0.0109953843014631,0,0,0,0
74901,40533633,2,49.0,0.0,0.0,1.0,0,3,2,87.5,0,0,40533633_2,0,1,0,1,1,0,0.0,1.0,1,2,136,624,59,18,77,0,0,0,465,105,570,0,0,0,6,4,10,94,9,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,757,0.0,0.0056994844489082,0.0554025717434949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
4648,30053560,1,60.0,0.0,1.0,1.0,0,2,4,175.0,0,1,30053560_1,0,1,1,1,1,0,0.0,1.0,1,2,59,590,0,19,19,0,0,0,588,32,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,10,0,0,0,810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053288335050669,0.0,0,0,0,1
18696,30218272,1,26.0,0.0,1.0,1.0,0,1,1,12.5,0,1,30218272_1,0,1,1,0,1,0,0.0,1.0,1,1,115,570,95,40,135,0,0,0,465,60,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,25,0,0,0,0,0,0,890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0120310874215354,0.0,0.0,0,1,0,0
88106,40789804,2,62.0,0.0,0.0,1.0,0,2,2,175.0,0,0,40789804_2,0,1,0,1,1,0,0.0,1.0,1,2,70,655,0,35,35,0,0,0,655,35,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
35076,30411569,1,44.0,0.0,1.0,1.0,0,2,2,30.0,0,1,30411569_1,0,1,0,0,1,0,0.0,1.0,1,1,120,540,0,60,60,0,0,0,540,60,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
21504,30251896,2,48.0,0.0,0.0,1.0,0,2,2,175.0,1,1,30251896_2,0,1,0,1,1,0,0.0,1.0,1,2,205,30,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,180,210,1230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0684573806558516,0,0,1,0
10272,30120747,4,21.0,1.0,1.0,1.0,0,6,5,62.5,0,1,30120747_4,1,1,0,1,0,0,0.0,1.0,0,4,120,240,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,240,60,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140,0.0,0.0,0.101457640758777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
66927,40377532,1,33.0,0.0,0.0,2.0,1,1,1,87.5,0,1,40377532_1,0,1,1,0,0,1,0.0,0.0,1,1,80,520,45,45,90,0,0,0,475,35,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
86822,40763962,1,63.0,0.0,1.0,1.0,1,2,2,87.5,0,1,40763962_1,0,1,0,1,1,0,0.0,1.0,1,2,35,535,0,10,10,0,0,0,535,25,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
19902,30232604,2,27.0,0.0,0.0,1.0,1,2,2,137.5,1,1,30232604_2,0,1,1,0,1,0,0.0,1.0,1,2,55,620,0,10,10,0,0,0,480,20,500,0,0,0,0,0,0,0,0,0,140,25,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,775,0.0,0.0,0.0,0.0838261510933883,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
53041,40110173,2,47.0,0.0,0.0,6.0,1,2,3,137.5,0,1,40110173_2,0,1,0,1,0,0,0.0,0.0,1,2,90,510,0,45,45,0,0,0,510,45,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
39353,30462372,2,42.0,0.0,0.0,1.0,0,2,2,87.5,0,1,30462372_2,0,1,0,1,1,0,0.0,1.0,1,2,65,962,0,12,12,0,0,0,962,53,1015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
27377,30321654,2,32.0,0.0,0.0,1.0,0,2,2,62.5,0,1,30321654_2,0,1,0,0,1,0,0.0,1.0,1,2,33,655,0,19,19,0,0,0,655,14,669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
37275,30438800,1,64.0,0.0,1.0,2.0,0,1,2,175.0,0,1,30438800_1,0,1,1,1,0,1,0.0,0.0,1,1,80,295,0,35,35,0,0,0,175,40,215,0,0,0,0,0,0,0,0,0,120,5,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,0.0,0.0,0.0,0.0467434035423261,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
37283,30438947,2,36.0,0.0,0.0,1.0,0,2,2,42.5,0,1,30438947_2,0,1,0,1,1,0,0.0,1.0,1,2,308,521,193,143,336,0,0,0,0,0,0,0,0,0,58,49,107,139,81,220,0,0,0,70,12,82,0,0,0,0,0,0,60,8,68,0,0,0,1,15,16,947,0.0,0.0464906318732543,0.0907208770420967,0.0,0.0360653957591594,0.0,0.0,0.0301160632459583,0.0,0.0072763081212611,0,1,0,0
51071,40071478,2,55.0,0.0,1.0,1.0,0,3,1,30.0,0,1,40071478_2,0,1,1,1,1,0,0.0,1.0,1,2,95,520,0,27,27,0,0,0,487,61,548,0,0,0,33,7,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,852,0.0,0.0199252596094229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
38071,30448256,1,36.0,0.0,1.0,1.0,0,2,2,137.5,0,1,30448256_1,0,1,1,1,1,0,0.0,1.0,0,2,155,343,0,6,6,0,0,0,0,0,0,0,0,0,37,13,50,270,15,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,121,157,948,0.0,0.0223222039493048,0.1141547392576654,0.0,0.0,0.0,0.0,0.0,0.0,0.0665539406830632,0,1,0,0
43084,30506583,1,24.0,0.0,0.0,1.0,0,1,1,42.5,0,1,30506583_1,0,1,0,1,1,0,0.0,1.0,0,1,205,5,0,115,115,0,0,0,0,0,0,0,0,0,5,90,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1345,0.0,0.0296402077568228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
6732,30077519,2,45.0,0.0,0.0,1.0,0,4,4,62.5,0,1,30077519_2,0,1,0,1,1,0,0.0,1.0,0,4,95,325,0,30,30,0,0,0,0,0,0,0,0,0,190,20,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,15,90,60,30,90,0,0,0,1050,0.0,0.0791812460476248,0.0,0.0,0.0,0.0,0.0,0.0357155522665344,0.0357155522665344,0.0,0,0,1,0
55028,40149112,2,32.0,1.0,0.0,1.0,0,3,2,137.5,0,1,40149112_2,1,1,1,1,0,0,0.0,1.0,1,2,108,517,0,15,15,0,0,0,505,9,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,84,96,830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0475328943058604,0,1,0,0
32339,30379252,1,28.0,0.0,1.0,1.0,0,2,0,20.0,1,1,30379252_1,0,1,1,0,1,0,0.0,1.0,1,0,204,316,0,90,90,0,0,0,0,0,0,0,0,0,0,0,0,310,75,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,39,45,1010,0.0,0.0,0.1402528338269737,0.0,0.0,0.0,0.0,0.0,0.0,0.0189310858510689,0,1,0,0
4561,30052359,1,54.0,0.0,0.0,1.0,0,3,4,87.5,0,1,30052359_1,0,1,0,1,1,0,0.0,1.0,1,3,100,580,0,50,50,0,0,0,580,50,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
46792,30550940,2,46.0,1.0,0.0,97.0,0,4,2,62.5,0,1,30550940_2,0,0,0,1,0,0,0.0,0.0,1,2,60,520,0,10,10,0,0,0,520,50,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
18422,30215035,2,40.0,0.0,0.0,1.0,0,3,3,112.5,0,1,30215035_2,1,1,1,1,1,0,0.0,1.0,1,2,145,485,210,105,315,0,0,0,225,15,240,0,0,0,50,25,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1125,0.0,0.0280287236002435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
3378,30038468,1,55.0,0.0,0.0,1.0,0,2,2,137.5,0,1,30038468_1,0,1,1,1,1,0,0.0,1.0,1,2,78,600,0,48,48,0,0,0,600,30,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
75756,40550034,1,72.0,0.0,1.0,1.0,1,2,2,62.5,0,1,40550034_1,0,1,0,1,1,0,0.0,1.0,1,2,320,295,0,120,120,0,0,0,250,195,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,5,50,0,0,0,0,0,0,945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0223912722364625,0.0,0.0,0,0,0,0
31067,30364756,6,24.0,1.0,1.0,1.0,0,7,3,112.5,0,1,30364756_6,2,1,0,1,0,0,0.0,1.0,1,4,38,581,0,15,15,0,0,0,581,23,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
16447,30191688,1,31.0,0.0,0.0,3.0,0,2,2,62.5,0,1,30191688_1,0,1,0,0,0,0,1.0,0.0,0,2,25,620,0,5,5,0,0,0,600,10,610,0,0,0,20,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,0.0,0.0159881053841303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
70551,40447488,2,44.0,0.0,1.0,1.0,0,4,2,62.5,0,0,40447488_2,2,1,0,1,1,0,0.0,1.0,1,2,70,550,0,5,5,0,0,0,540,30,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,35,45,825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0230653040686934,0,0,1,0
21902,30255959,1,31.0,0.0,1.0,1.0,0,1,1,20.0,0,1,30255959_1,0,1,1,0,1,0,0.0,1.0,1,1,90,695,110,50,160,0,0,0,505,20,525,0,0,0,0,0,0,0,0,0,80,20,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,0.0,0.0,0.0,0.0502634853264716,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
17708,30206253,2,40.0,0.0,0.0,1.0,0,2,3,62.5,0,1,30206253_2,0,1,1,1,1,0,0.0,1.0,0,2,30,615,615,30,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
12126,30141968,1,42.0,0.0,0.0,1.0,0,4,3,62.5,0,1,30141968_1,0,1,1,1,1,0,0.0,1.0,1,3,60,155,51,25,76,0,0,0,0,0,0,0,0,0,104,35,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301,0.0,0.0440851955336633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
27329,30320994,1,22.0,1.0,0.0,1.0,0,3,2,42.5,0,1,30320994_1,0,1,0,1,0,0,0.0,1.0,0,2,12,361,0,6,6,0,0,0,361,6,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
16378,30190912,2,44.0,0.0,1.0,1.0,0,2,2,42.5,0,1,30190912_2,0,1,0,1,1,0,0.0,1.0,1,2,50,380,370,40,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,20,0,0,0,1420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060741477121931,0.0,0,0,1,0
28889,30339253,2,71.0,0.0,0.0,1.0,0,2,2,62.5,0,1,30339253_2,0,1,0,1,1,0,0.0,1.0,1,2,217,353,133,92,225,0,0,0,43,37,80,0,0,0,5,18,23,0,0,0,0,0,0,95,30,125,0,0,0,0,0,0,0,0,0,7,15,22,70,25,95,1095,0.0,0.0090276843742673,0.0,0.0,0.046945711498611,0.0,0.0,0.0,0.0086390539394719,0.0361328422163936,0,0,0,0
87316,40772692,3,22.0,1.0,1.0,1.0,0,4,3,20.0,0,1,40772692_3,0,1,0,0,0,0,0.0,1.0,1,3,19,595,0,9,9,0,0,0,0,0,0,595,10,605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,835,0.2366760166116475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
82712,40685970,1,57.0,0.0,1.0,2.0,0,2,2,42.5,0,1,40685970_1,0,1,1,1,0,1,0.0,0.0,1,2,78,182,0,20,20,0,0,0,0,0,0,0,0,0,65,25,90,0,0,0,0,0,0,117,33,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0.0,0.0314084642516241,0.0,0.0,0.0511525224473812,0.0,0.0,0.0,0.0,0.0,0,0,0,1
8462,30098371,2,51.0,0.0,0.0,3.0,0,3,3,30.0,0,1,30098371_2,0,1,1,1,0,0,1.0,0.0,0,2,12,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
57119,40189135,2,43.0,0.0,0.0,1.0,0,5,3,87.5,0,0,40189135_2,0,1,0,1,1,0,0.0,1.0,1,2,42,605,0,6,6,0,0,0,550,21,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,15,70,0,0,0,0,0,0,799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036472997134675,0.0,0.0,0,0,1,0
85200,40732552,1,55.0,0.0,0.0,1.0,0,2,3,112.5,0,1,40732552_1,0,1,1,1,1,0,0.0,1.0,1,2,125,545,5,75,80,0,0,0,540,50,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
32902,30385701,3,20.0,0.0,1.0,1.0,0,6,4,87.5,0,1,30385701_3,0,1,0,0,1,0,0.0,1.0,0,4,45,720,720,45,765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
4564,30052369,2,65.0,0.0,0.0,1.0,0,2,4,250.0,1,1,30052369_2,0,1,0,1,1,0,0.0,1.0,1,2,140,835,110,60,170,0,0,0,645,60,705,0,0,0,15,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,5,65,0,0,0,5,10,15,635,0.0,0.0134675746998073,0.0,0.0,0.0,0.0,0.0,0.0423243147222811,0.0,0.0101396313508798,0,0,0,0
44693,30526413,1,60.0,0.0,0.0,2.0,0,4,2,42.5,0,1,30526413_1,2,1,1,1,0,1,0.0,0.0,1,1,131,615,470,45,515,0,0,0,65,76,141,0,0,0,80,10,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1209,0.0,0.031182850212256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
77694,40589512,1,50.0,0.0,0.0,1.0,0,1,1,42.5,0,1,40589512_1,0,1,1,1,1,0,0.0,1.0,1,1,71,701,180,29,209,0,0,0,469,22,491,0,0,0,52,20,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,877,0.0,0.0342666190612521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
39800,30467888,1,58.0,0.0,0.0,1.0,1,2,1,30.0,0,1,30467888_1,0,1,1,1,1,0,0.0,1.0,1,1,80,670,0,25,25,0,0,0,630,15,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,20,50,10,20,30,0,0,0,0,0,0,715,0.0,0.0,0.0,0.0,0.0,0.0,0.029355393352537,0.0178502309472121,0.0,0.0,0,0,0,1
18026,30210438,1,44.0,0.0,0.0,1.0,1,5,2,62.5,0,1,30210438_1,0,1,1,0,1,0,0.0,1.0,1,2,112,704,253,39,292,0,0,0,355,29,384,0,0,0,33,8,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,8,57,0,0,0,14,28,42,916,0.0,0.0190164641089932,0.0,0.0,0.0,0.0,0.0,0.0262173666005014,0.0,0.019470035410694,0,0,1,0
37406,30440271,1,35.0,0.0,1.0,1.0,0,3,3,62.5,0,1,30440271_1,0,1,1,1,1,0,0.0,1.0,0,2,54,601,123,28,151,0,0,0,0,0,0,0,0,0,0,0,0,370,5,375,0,0,0,0,0,0,0,0,0,0,0,0,108,21,129,0,0,0,0,0,0,936,0.0,0.0,0.146326842951979,0.0,0.0,0.0,0.0,0.0560737590366512,0.0,0.0,0,1,0,0
12760,30149406,1,62.0,0.0,1.0,1.0,0,1,1,12.5,0,1,30149406_1,0,1,0,1,1,0,0.0,1.0,1,1,77,633,0,30,30,0,0,0,458,13,471,0,0,0,0,0,0,0,0,0,175,34,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,760,0.0,0.0,0.0,0.1055101847699739,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
18070,30210934,1,49.0,0.0,0.0,1.0,1,4,4,175.0,0,1,30210934_1,0,1,1,1,1,0,0.0,1.0,0,4,100,665,85,45,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,15,300,290,30,320,0,0,0,0,0,0,5,10,15,0,0,0,805,0.0,0.0,0.0,0.0,0.137566397653261,0.1453566420795127,0.0,0.0,0.0080179720158481,0.0,0,0,1,0
25735,30302362,1,50.0,0.0,1.0,2.0,0,2,2,20.0,0,1,30302362_1,0,1,0,1,0,1,0.0,0.0,1,2,60,510,0,30,30,0,0,0,510,30,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
68422,40404734,1,28.0,0.0,0.0,1.0,1,4,4,62.5,0,1,40404734_1,2,1,1,1,1,0,0.0,1.0,0,2,23,419,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,12,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009,0.0,0.0,0.0,0.0,0.1544713258583391,0.0,0.0,0.0,0.0,0.0,0,1,0,0
