,HOUSEID_x,PERSONID_x,R_AGE,R_HISP,R_SEX,R_RACE,WKRMHM,HHSIZE,HHVEHCNT,HHFAMINC,URBANSIZE,URBRUR,uni_Per_ID,YOUNGCHILD,Highschool,EDU_College,HM_OWN,NONHISWHITE,Race_Black,Race_Asian,Race_White,weekday,DRVRCNT,Total_TT,Total_AT,AT_ReguHMact,TT_ReguHMact,ReguHMact,AT_WorkFromHM,TT_WorkFromHM,WorkFromHM,AT_WorkNonHM,TT_WorkNonHM,WorkNonHM,AT_School,TT_School,School,AT_Shopping,TT_Shopping,Shopping,AT_Social1,TT_Social1,Social1,AT_Social2,TT_Social2,Social2,AT_Social3,TT_Social3,Social3,AT_Social4,TT_Social4,Social4,AT_Personal_self,TT_Personal_self,Personal_self,AT_Personal_meal,TT_Personal_meal,Personal_meal,AT_Family_business,TT_Family_business,Family_business,AT_Pick_Drop,TT_Pick_Drop,Pick_Drop,HW_TIME,ln_School,ln_Shopping,ln_Social1,ln_Social2,ln_Social3,ln_Social4,ln_Personal_self,ln_Personal_meal,ln_Family_business,ln_Pick_Drop,genZ,Millennials,genX,boomers2
11343,30133129,1,62.0,0.0,1.0,1.0,0,2,2,20.0,0,1,30133129_1,0,1,1,1,1,0,0.0,1.0,1,2,121,681,45,87,132,0,0,0,636,34,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
78862,40611147,2,69.0,0.0,0.0,1.0,0,2,2,87.5,0,0,40611147_2,0,1,1,1,1,0,0.0,1.0,0,2,25,225,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,110,10,120,0,0,0,0,0,0,0,0,0,0,0,0,115,5,120,0,0,0,0,0,0,1200,0.0,0.0,0.041392685158225,0.0,0.0,0.0,0.0,0.041392685158225,0.0,0.0,0,0,0,0
71797,40472437,1,32.0,0.0,1.0,1.0,0,1,1,42.5,0,1,40472437_1,0,1,0,0,1,0,0.0,1.0,1,1,25,575,0,15,15,0,0,0,575,10,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
24360,30285369,2,50.0,0.0,1.0,1.0,1,3,2,87.5,0,1,30285369_2,0,1,1,1,1,0,0.0,1.0,1,2,84,674,30,10,40,0,0,0,465,38,503,0,0,0,0,0,0,135,5,140,0,0,0,0,0,0,0,0,0,0,0,0,44,31,75,0,0,0,0,0,0,722,0.0,0.0,0.0769700682550736,0.0,0.0,0.0,0.0,0.0429211238264732,0.0,0.0,0,0,1,0
58355,40213083,2,42.0,0.0,0.0,1.0,0,5,4,62.5,0,0,40213083_2,0,1,0,1,1,0,0.0,1.0,1,3,125,595,405,15,420,0,0,0,0,0,0,0,0,0,125,40,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25,30,10,10,20,50,35,85,1140,0.0,0.0587056603378272,0.0,0.0,0.0,0.0,0.0,0.011281010409689,0.0075531378904459,0.0312312373640786,0,0,1,0
36877,30433707,3,19.0,0.0,0.0,1.0,0,4,5,250.0,0,1,30433707_3,0,1,0,1,1,0,0.0,1.0,1,4,31,884,437,17,454,0,0,0,372,6,378,0,0,0,0,0,0,0,0,0,75,8,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,979,0.0,0.0,0.0,0.0353418249423124,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
68750,40410705,2,43.0,0.0,1.0,1.0,0,5,3,20.0,0,0,40410705_2,0,1,0,1,1,0,0.0,1.0,1,5,75,645,0,15,15,0,0,0,510,20,530,0,0,0,0,0,0,0,0,0,0,0,0,135,40,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,735,0.0,0.0,0.0,0.0,0.0927540532368987,0.0,0.0,0.0,0.0,0.0,0,0,1,0
1009,30011386,3,18.0,0.0,0.0,1.0,0,3,3,42.5,0,1,30011386_3,0,1,0,0,1,0,0.0,1.0,1,3,75,585,0,25,25,0,0,0,330,20,350,255,30,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,805,0.1316306175727551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
8411,30097842,1,39.0,0.0,1.0,1.0,0,2,2,42.5,0,0,30097842_1,0,1,1,1,1,0,0.0,1.0,1,2,46,524,0,5,5,0,0,0,515,20,535,0,0,0,9,21,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,875,0.0,0.01464052618289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
34981,30410593,1,43.0,0.0,0.0,1.0,0,4,3,112.5,0,1,30410593_1,0,1,1,1,1,0,0.0,1.0,1,2,105,660,0,55,55,0,0,0,660,50,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
58125,40209061,2,25.0,0.0,1.0,2.0,0,2,2,87.5,0,1,40209061_2,0,1,1,1,0,1,0.0,0.0,1,2,108,625,12,55,67,0,0,0,517,44,561,0,0,0,96,9,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,774,0.0,0.0552479143908793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
64177,40324712,2,38.0,0.0,0.0,1.0,0,4,2,87.5,0,1,40324712_2,0,1,0,1,1,0,0.0,1.0,1,2,55,145,0,10,10,0,0,0,0,0,0,0,0,0,40,20,60,75,15,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,10,40,1250,0.0,0.0203612826477078,0.0301947853567512,0.0,0.0,0.0,0.0,0.0,0.0,0.0136796972911925,0,0,1,0
80898,40651075,2,28.0,0.0,1.0,1.0,0,3,2,112.5,0,1,40651075_2,1,1,0,1,1,0,0.0,1.0,0,2,92,429,140,24,164,0,0,0,234,16,250,0,0,0,44,13,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12,7,31,38,0,0,0,1083,0.0,0.0222763947111522,0.0,0.0,0.0,0.0,0.0,0.0047856625508167,0.0149771559696528,0.0,0,1,0,0
37281,30438905,2,73.0,0.0,1.0,1.0,0,2,2,137.5,0,0,30438905_2,0,1,1,1,1,0,0.0,1.0,1,2,285,315,0,75,75,0,0,0,0,0,0,0,0,0,10,35,45,0,0,0,30,10,40,180,125,305,0,0,0,0,0,0,95,40,135,0,0,0,0,0,0,915,0.0,0.0208501389731201,0.0,0.018582277517298,0.1249387366082999,0.0,0.0,0.0597682050034897,0.0,0.0,0,0,0,0
22120,30258137,2,48.0,0.0,1.0,1.0,0,4,3,137.5,0,1,30258137_2,0,1,1,1,1,0,0.0,1.0,0,3,129,381,0,60,60,0,0,0,90,5,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,60,300,0,0,0,51,4,55,0,0,0,0,0,0,990,0.0,0.0,0.0,0.0,0.0,0.114954515701699,0.0,0.0234810958495229,0.0,0.0,0,0,1,0
35697,30419056,2,35.0,0.0,1.0,1.0,1,2,2,87.5,0,1,30419056_2,0,1,1,1,1,0,0.0,1.0,1,2,105,600,60,62,122,0,0,0,495,30,525,0,0,0,15,5,20,0,0,0,30,8,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,857,0.0,0.0100187714428423,0.0,0.0188422133927138,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
881,30010058,1,44.0,0.0,1.0,1.0,1,4,4,250.0,0,1,30010058_1,0,1,1,1,1,0,0.0,1.0,0,2,64,269,182,42,224,0,0,0,0,0,0,0,0,0,40,17,57,0,0,0,0,0,0,0,0,0,47,5,52,0,0,0,0,0,0,0,0,0,0,0,0,1331,0.0,0.0182114106441609,0.0,0.0,0.0,0.0166441246346354,0.0,0.0,0.0,0.0,0,0,1,0
78555,40605864,1,21.0,0.0,1.0,6.0,0,2,2,30.0,0,1,40605864_1,0,1,0,0,0,0,0.0,0.0,0,2,65,990,115,25,140,0,0,0,845,15,860,0,0,0,15,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,20,35,0,0,0,525,0.0,0.0162371988706855,0.0,0.0,0.0,0.0,0.0,0.0,0.0280287236002435,0.0,0,1,0,0
60386,40250740,2,57.0,0.0,0.0,2.0,0,2,3,250.0,0,1,40250740_2,0,1,0,1,0,1,0.0,0.0,1,2,95,780,0,35,35,0,0,0,780,60,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
41634,30490135,3,20.0,0.0,0.0,1.0,0,3,4,62.5,0,0,30490135_3,0,1,0,1,1,0,0.0,1.0,1,3,80,340,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,40,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060,0.0,0.0,0.0,0.0,0.1330566268304794,0.0,0.0,0.0,0.0,0.0,1,0,0,0
18007,30210043,2,60.0,0.0,0.0,1.0,0,2,3,112.5,0,0,30210043_2,0,1,0,1,1,0,0.0,1.0,1,2,60,720,135,30,165,0,0,0,510,15,525,0,0,0,0,0,0,0,0,0,0,0,0,75,15,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825,0.0,0.0,0.0,0.0,0.0449671455165232,0.0,0.0,0.0,0.0,0.0,0,0,0,1
44572,30525178,2,51.0,1.0,0.0,1.0,0,4,3,30.0,1,1,30525178_2,0,1,0,0,0,0,0.0,1.0,1,3,100,465,0,55,55,0,0,0,465,45,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
44928,30529426,1,48.0,0.0,1.0,2.0,1,2,4,137.5,0,1,30529426_1,0,1,1,1,0,1,0.0,0.0,1,2,144,532,0,4,4,0,0,0,490,20,510,0,0,0,15,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,30,45,12,75,87,0,0,0,768,0.0,0.0166416713192174,0.0,0.0,0.0,0.0,0.0,0.0247293255625561,0.0466048946966606,0.0,0,0,1,0
18396,30214780,1,56.0,0.0,0.0,1.0,1,4,4,175.0,0,1,30214780_1,0,1,1,1,1,0,0.0,1.0,1,4,20,15,0,5,5,0,0,0,0,0,0,0,0,0,15,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1410,0.0,0.0091433794398697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
59917,40242306,1,58.0,0.0,1.0,1.0,0,2,2,62.5,0,1,40242306_1,0,1,1,1,1,0,0.0,1.0,1,2,20,455,0,10,10,0,0,0,455,10,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
55184,40152427,2,60.0,0.0,0.0,1.0,0,2,2,112.5,0,1,40152427_2,0,1,1,1,1,0,0.0,1.0,1,2,140,650,50,70,120,0,0,0,300,30,330,0,0,0,0,0,0,0,0,0,300,40,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770,0.0,0.0,0.0,0.1588322536141755,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
77207,40579963,1,70.0,0.0,1.0,1.0,0,1,1,62.5,0,0,40579963_1,0,1,1,1,1,0,0.0,1.0,1,1,117,754,26,23,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474,62,536,201,19,220,0,0,0,0,0,0,53,13,66,0,0,0,0,0,0,618,0.0,0.0,0.0,0.2712173337308968,0.1322555435414606,0.0,0.0,0.0440676266313003,0.0,0.0,0,0,0,0
64152,40324292,2,47.0,0.0,1.0,3.0,0,3,2,12.5,0,1,40324292_2,0,0,0,1,0,0,1.0,0.0,1,2,10,570,0,5,5,0,0,0,570,5,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
20053,30234475,1,65.0,0.0,0.0,1.0,0,3,3,62.5,0,1,30234475_1,0,1,0,1,1,0,0.0,1.0,1,3,85,355,0,30,30,0,0,0,285,25,310,0,0,0,20,10,30,0,0,0,0,0,0,0,0,0,0,0,0,50,20,70,0,0,0,0,0,0,0,0,0,1030,0.0,0.012468640559598,0.0,0.0,0.0,0.0,0.0285554604530528,0.0,0.0,0.0,0,0,0,0
22623,30264588,3,18.0,0.0,0.0,1.0,0,4,2,62.5,0,1,30264588_3,0,1,0,1,1,0,0.0,1.0,1,2,52,591,312,27,339,0,0,0,261,5,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,20,38,0,0,0,0,0,0,0,0,0,1136,0.0,0.0,0.0,0.0,0.0,0.0,0.0142897655365955,0.0,0.0,0.0,1,0,0,0
45764,30538614,1,52.0,0.0,0.0,1.0,0,2,2,137.5,0,1,30538614_1,0,1,1,1,1,0,0.0,1.0,1,2,140,730,85,70,155,0,0,0,545,60,605,0,0,0,0,0,0,0,0,0,100,10,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725,0.0,0.0,0.0,0.0613484689126084,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
23966,30280718,1,26.0,0.0,0.0,1.0,0,2,2,42.5,0,0,30280718_1,0,1,0,1,1,0,0.0,1.0,1,2,14,549,20,7,27,0,0,0,529,7,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
42193,30496586,2,30.0,0.0,0.0,1.0,0,2,2,137.5,1,1,30496586_2,0,1,0,1,1,0,0.0,1.0,0,2,102,372,0,15,15,0,0,0,0,0,0,0,0,0,33,47,80,0,0,0,0,0,0,339,40,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,981,0.0,0.0340463765213921,0.0,0.0,0.141869900990269,0.0,0.0,0.0,0.0,0.0,0,1,0,0
87263,40771724,4,44.0,0.0,1.0,1.0,0,4,2,250.0,1,1,40771724_4,0,1,0,1,1,0,0.0,1.0,0,2,60,150,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,150,30,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260,0.0,0.0,0.0579919469776867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
4820,30055568,2,45.0,1.0,0.0,1.0,0,3,2,62.5,0,1,30055568_2,0,1,0,1,0,0,0.0,1.0,0,2,165,540,0,105,105,0,0,0,540,60,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
35116,30412075,1,37.0,0.0,0.0,1.0,0,1,1,250.0,0,1,30412075_1,0,1,1,1,1,0,0.0,1.0,1,1,113,747,0,50,50,0,0,0,745,55,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,10,0,0,0,630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068394245303054,0.0,0,0,1,0
22515,30263057,3,20.0,0.0,0.0,1.0,0,3,3,62.5,0,1,30263057_3,0,1,0,1,1,0,0.0,1.0,1,3,90,410,20,80,100,0,0,0,390,10,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
85882,40746001,2,53.0,0.0,0.0,1.0,1,2,3,87.5,0,1,40746001_2,0,1,1,1,1,0,0.0,1.0,1,2,29,403,0,2,2,0,0,0,403,27,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
87262,40771724,1,55.0,0.0,0.0,1.0,0,4,2,250.0,1,1,40771724_1,0,1,1,1,1,0,0.0,1.0,0,2,60,180,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,180,30,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1230,0.0,0.0,0.0684573806558516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
74207,40519846,1,32.0,0.0,1.0,1.0,1,2,2,175.0,1,1,40519846_1,0,1,1,0,1,0,0.0,1.0,1,2,55,295,0,0,0,185,20,205,0,0,0,0,0,0,100,25,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,20,0,0,0,0,0,0,1295,0.0,0.0400185759657858,0.0,0.0,0.0,0.0,0.0,0.006655984408506,0.0,0.0,0,1,0,0
50154,40053555,1,76.0,0.0,1.0,1.0,0,1,1,30.0,0,1,40053555_1,0,1,0,0,1,0,0.0,1.0,1,1,19,17,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,25,0,0,0,1415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0076060522349405,0.0,0,0,0,0
75385,40542873,1,38.0,0.0,1.0,1.0,0,3,2,62.5,0,0,40542873_1,0,1,1,1,1,0,0.0,1.0,1,2,80,535,0,25,25,0,0,0,470,18,488,0,0,0,23,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,5,35,10,10,20,2,20,22,850,0.0,0.0125891273080204,0.0,0.0,0.0,0.0,0.0,0.0175243449835327,0.0101003269043257,0.0110975592182744,0,0,1,0
18415,30214936,2,57.0,0.0,1.0,1.0,1,2,2,137.5,0,1,30214936_2,0,1,0,1,1,0,0.0,1.0,1,2,120,480,0,60,60,0,0,0,480,60,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
27387,30321827,2,30.0,0.0,1.0,1.0,1,2,1,250.0,1,1,30321827_2,0,1,1,0,1,0,0.0,1.0,1,2,108,470,0,46,46,0,0,0,455,57,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,20,0,0,0,0,0,0,908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0094621276977769,0.0,0.0,0,1,0,0
34844,30408791,2,71.0,0.0,0.0,1.0,0,2,5,87.5,0,0,30408791_2,0,1,0,1,1,0,0.0,1.0,1,2,64,69,0,16,16,0,0,0,0,0,0,0,0,0,66,46,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,0,0,0,1323,0.0,0.0352920568825101,0.0,0.0,0.0,0.0,0.0,0.0,0.0016382308444977,0.0,0,0,0,0
20037,30234222,2,44.0,0.0,1.0,3.0,0,4,2,250.0,0,1,30234222_2,0,1,1,1,0,0,1.0,0.0,1,2,142,593,199,59,258,0,0,0,325,25,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,58,127,963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0538002108160891,0,0,1,0
26578,30311775,1,27.0,0.0,1.0,1.0,0,3,3,112.5,0,1,30311775_1,1,1,1,1,1,0,0.0,1.0,1,2,66,489,0,22,22,0,0,0,467,13,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,31,53,907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0246639459794732,0,1,0,0
45427,30535024,1,33.0,0.0,1.0,1.0,0,2,1,62.5,0,1,30535024_1,0,1,1,1,1,0,0.0,1.0,1,1,77,780,0,22,22,0,0,0,698,28,726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,20,0,0,0,74,15,89,605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0141246426916062,0.0,0.059604095802386,0,1,0,0
29606,30347978,1,47.0,0.0,1.0,1.0,1,1,2,62.5,0,1,30347978_1,0,1,0,1,1,0,0.0,1.0,1,1,85,505,0,50,50,0,0,0,505,35,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
47898,40010468,1,54.0,0.0,0.0,1.0,1,4,5,112.5,1,1,40010468_1,0,1,0,1,1,0,0.0,1.0,1,4,125,535,0,60,60,0,0,0,495,60,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,5,45,0,0,0,0,0,0,840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0226639846359437,0.0,0.0,0,0,0,1
6341,30072628,1,47.0,0.0,1.0,1.0,0,3,2,112.5,0,1,30072628_1,0,1,1,1,1,0,0.0,1.0,1,3,65,445,0,15,15,0,0,0,360,20,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,10,85,0,0,0,0,0,0,10,20,30,945,0.0,0.0,0.0,0.0,0.0,0.0,0.0374054161959092,0.0,0.0,0.0135728071892738,0,0,1,0
86155,40750901,2,57.0,0.0,1.0,1.0,0,2,4,62.5,0,0,40750901_2,0,1,0,1,1,0,0.0,1.0,1,2,42,525,0,15,15,0,0,0,480,12,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,15,60,0,0,0,888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0283953715594652,0.0,0,0,0,1
49674,40045217,1,54.0,0.0,0.0,1.0,0,2,3,137.5,0,1,40045217_1,0,1,1,1,1,0,0.0,1.0,1,2,42,824,0,11,11,0,0,0,800,20,820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,8,30,0,0,0,2,3,5,585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0217192496932363,0.0,0.0036961455599637,0,0,0,1
73782,40511138,2,45.0,0.0,0.0,1.0,0,4,4,87.5,0,1,40511138_2,0,1,0,1,1,0,0.0,1.0,0,4,112,203,0,65,65,0,0,0,170,10,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,37,70,0,0,0,1190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0248235837250321,0.0,0,0,1,0
12033,30140744,2,57.0,0.0,0.0,1.0,0,2,2,87.5,0,1,30140744_2,0,1,0,1,1,0,0.0,1.0,1,2,180,635,20,35,55,0,0,0,515,45,560,0,0,0,25,25,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,75,150,0,0,0,680,0.0,0.0308139474142195,0.0,0.0,0.0,0.0,0.0,0.0,0.0865691796698376,0.0,0,0,0,1
13883,30162682,2,40.0,0.0,0.0,1.0,0,3,1,20.0,0,1,30162682_2,0,1,0,0,1,0,0.0,1.0,1,2,20,540,0,10,10,0,0,0,540,10,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
76458,40564323,1,37.0,0.0,1.0,2.0,0,1,1,62.5,0,1,40564323_1,0,1,1,0,0,1,0.0,0.0,1,1,30,192,0,7,7,0,0,0,0,0,0,0,0,0,192,23,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1225,0.0,0.0702264033946983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
24650,30288932,1,24.0,0.0,1.0,1.0,0,1,1,30.0,0,0,30288932_1,0,1,1,0,1,0,0.0,1.0,1,1,60,680,680,60,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
69146,40418818,1,27.0,0.0,0.0,1.0,1,1,1,87.5,0,1,40418818_1,0,1,1,0,1,0,0.0,1.0,1,1,115,500,0,40,40,0,0,0,495,60,555,0,0,0,5,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,0.0,0.0099271632330112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
12415,30145341,2,30.0,0.0,0.0,1.0,0,4,2,62.5,0,1,30145341_2,2,1,1,1,1,0,0.0,1.0,1,2,10,705,0,5,5,0,0,0,705,5,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
68080,40398413,2,35.0,0.0,1.0,1.0,0,3,1,250.0,1,1,40398413_2,1,1,1,0,1,0,0.0,1.0,1,2,65,480,0,45,45,0,0,0,480,20,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
32264,30378392,1,32.0,0.0,1.0,1.0,0,5,3,137.5,0,0,30378392_1,2,1,1,1,1,0,0.0,1.0,0,2,55,200,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,15,90,0,0,0,0,0,0,120,10,130,0,0,0,5,15,20,1200,0.0,0.0,0.0,0.0,0.0314084642516241,0.0,0.0,0.0446703949194609,0.0,0.0071785846271233,0,1,0,0
19154,30223632,1,55.0,0.0,0.0,1.0,0,1,3,62.5,0,0,30223632_1,0,1,1,1,1,0,0.0,1.0,1,1,42,351,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,245,15,260,0,0,0,0,0,0,0,0,0,0,0,0,106,9,115,0,0,0,0,0,0,1065,0.0,0.0,0.0948662704980701,0.0,0.0,0.0,0.0,0.0445323995313688,0.0,0.0,0,0,0,1
83772,40705819,1,33.0,0.0,0.0,1.0,0,3,1,87.5,0,1,40705819_1,1,1,1,0,1,0,0.0,1.0,1,2,72,558,0,37,37,0,0,0,558,35,593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
